,carat,cut,color,clarity,depth,table,x,y,z,clarity_,cut_,color_,price_predicted
1158,0.52,Premium,G,SI1,59.7,60.0,5.22,5.2,3.11,3,4,4,1348.9754936666382
1159,0.51,Very Good,D,VS2,60.5,60.0,5.16,5.19,3.13,4,3,7,1694.7482843084965
1160,0.3,Premium,D,SI1,61.7,59.0,4.28,4.31,2.65,3,4,7,557.5269175430012
1161,0.39,Good,D,VVS2,58.1,60.0,4.82,4.85,2.81,6,2,7,1201.0669223130405
1162,0.38,Premium,G,IF,62.5,60.0,4.64,4.61,2.89,8,4,4,1190.9180514183834
1163,1.01,Premium,F,SI2,58.3,58.0,6.56,6.55,3.82,2,4,5,4136.203353557186
1164,1.36,Ideal,G,SI1,60.9,56.0,7.15,7.16,4.36,3,5,4,8415.421649015903
1165,1.21,Ideal,I,SI1,60.6,55.0,6.92,6.87,4.18,3,5,2,5579.9241034114475
1166,0.3,Very Good,F,IF,62.1,57.0,4.26,4.3,2.66,8,3,5,791.8275212959109
1167,0.41,Premium,D,VVS1,62.2,58.0,4.77,4.71,2.95,7,4,7,1506.7602613287456
1168,2.03,Premium,J,VS1,59.3,60.0,8.36,8.28,4.93,5,4,1,15266.876779719287
1169,0.36,Ideal,D,SI1,62.5,56.0,4.55,4.57,2.85,3,5,7,802.4235450551538
1170,0.4,Premium,D,SI1,61.4,56.0,4.83,4.72,2.93,3,4,7,960.0571143606983
1171,2.11,Premium,D,SI2,60.9,60.0,8.28,8.21,5.02,2,4,7,18079.7432804502
1172,1.06,Ideal,H,SI1,63.0,55.0,6.49,6.44,4.08,3,5,3,4846.869217288138
1173,0.33,Good,I,VS1,63.2,57.0,4.37,4.4,2.77,5,2,2,564.1198204738178
1174,0.72,Premium,E,IF,61.3,60.0,5.74,5.71,3.51,8,4,6,4446.45326335491
1175,1.51,Good,J,SI1,62.4,64.0,7.31,7.23,4.54,3,2,1,6373.834173561194
1176,1.0,Premium,G,VS2,62.9,56.0,6.42,6.27,3.99,4,4,4,5286.430046834042
1177,1.02,Ideal,F,SI1,62.8,55.0,6.43,6.4,4.03,3,5,5,5194.444124753819
1178,0.43,Ideal,E,SI2,62.1,56.0,4.85,4.84,3.01,2,5,6,885.0616372239274
1179,1.0,Fair,G,I1,66.4,59.0,6.16,6.09,4.07,1,1,4,2373.4271057342467
1180,1.7,Premium,I,SI1,58.6,59.0,7.79,7.75,4.55,3,4,2,10381.955690856794
1181,0.72,Ideal,D,SI2,61.1,58.0,5.76,5.79,3.53,2,5,7,2439.452883527425
1182,1.22,Premium,G,SI1,63.0,57.0,6.84,6.74,4.28,3,4,4,6692.0713366647615
1183,1.06,Good,F,VS1,58.5,57.0,6.68,6.73,3.92,5,2,5,6591.8976732250885
1184,1.11,Ideal,H,SI1,60.2,54.0,6.82,6.7,4.07,3,5,3,5312.738759843479
1185,1.01,Premium,H,SI2,61.9,59.0,6.42,6.37,3.96,2,4,3,3568.034454353096
1186,1.06,Premium,G,VVS1,61.1,58.0,6.53,6.57,4.0,7,4,4,7731.180971451175
1187,1.54,Premium,E,SI2,59.0,62.0,7.59,7.56,4.47,2,4,6,9597.79595763336
1188,0.56,Very Good,E,SI1,58.5,59.0,5.42,5.45,3.18,3,3,6,1693.414150588202
1189,0.25,Good,F,VS1,63.6,57.0,4.01,4.04,2.56,5,2,5,430.73406462380416
1190,0.9,Ideal,D,SI1,61.6,56.0,6.19,6.21,3.82,3,5,7,4510.909114603895
1191,0.56,Fair,E,SI2,64.5,61.0,5.18,5.14,3.33,2,1,6,1245.3025980887783
1192,0.31,Ideal,F,IF,60.8,56.0,4.43,4.45,2.7,8,5,5,885.5518952487964
1193,0.39,Very Good,D,VS2,60.2,59.0,4.74,4.76,2.86,4,3,7,1023.6575454859656
1194,1.01,Premium,F,VS1,59.4,60.0,6.5,6.46,3.85,5,4,5,6401.715233104859
1195,2.02,Ideal,I,SI1,62.4,56.0,8.07,8.11,5.05,3,5,2,14595.027866372702
1196,1.03,Ideal,D,SI2,61.2,57.0,6.51,6.59,4.01,2,5,7,4788.499665393889
1197,1.57,Premium,H,VS1,61.7,58.0,7.47,7.56,4.64,5,4,3,12715.844632123108
1198,0.31,Very Good,D,IF,62.0,56.0,4.33,4.35,2.69,8,3,7,925.0184078897823
1199,0.5,Premium,D,SI1,61.1,59.0,5.08,5.04,3.09,3,4,7,1460.0929466559196
1200,0.3,Ideal,E,VS2,62.4,57.0,4.29,4.24,2.66,4,5,6,626.0313270455595
1201,1.22,Very Good,D,SI2,62.2,58.0,6.85,6.91,4.28,2,3,7,6267.174608728904
1202,0.27,Very Good,F,VVS2,61.9,58.0,4.17,4.2,2.59,6,3,5,565.5771119803437
1203,0.41,Ideal,E,VVS1,61.9,55.0,4.79,4.78,2.96,7,5,6,1476.8946313104825
1204,1.24,Premium,F,SI1,61.6,59.0,6.9,6.86,4.24,3,4,5,7349.473975937886
1205,0.41,Very Good,I,VVS1,62.0,56.0,4.75,4.77,2.95,7,3,2,1038.4382477961647
1206,0.4,Ideal,G,SI2,62.5,53.0,4.75,4.79,2.98,2,5,4,690.9569373925588
1207,1.01,Ideal,F,SI1,62.0,57.0,6.38,6.42,3.97,3,5,5,5100.7460559033325
1208,1.5,Premium,I,VS1,62.7,59.0,7.25,7.3,4.56,5,4,2,10409.566803916454
1209,0.56,Ideal,D,SI2,61.3,56.0,5.3,5.33,3.26,2,5,7,1520.7288880675144
1210,0.36,Ideal,I,VS1,62.1,57.0,4.54,4.58,2.83,5,5,2,724.9930661924386
1211,1.51,Premium,I,VS2,59.9,60.0,7.42,7.36,4.43,4,4,2,9509.606565370941
1212,1.3,Very Good,I,VS1,62.1,59.0,6.97,7.01,4.34,5,3,2,7748.224675040203
1213,0.32,Ideal,G,VVS1,61.7,56.0,4.41,4.37,2.71,7,5,4,827.7591179566076
1214,0.26,Very Good,E,SI1,62.0,54.0,4.08,4.11,2.54,3,3,6,397.99976456648574
1215,1.51,Very Good,E,SI2,61.8,57.0,7.34,7.32,4.53,2,3,6,8982.507572985543
1216,0.33,Premium,E,VVS1,60.1,58.0,4.51,4.47,2.7,7,4,6,962.7429153836223
1217,1.34,Ideal,G,VS1,62.7,57.0,7.04,7.1,4.43,5,5,4,10421.283233424183
1218,1.01,Good,E,SI1,63.2,59.0,6.25,6.28,3.96,3,2,6,4912.163102593896
1219,1.0,Premium,G,VS2,60.0,59.0,6.54,6.46,3.9,4,4,4,5304.09799734013
1220,1.42,Ideal,F,VVS1,60.8,56.0,7.25,7.32,4.43,7,5,5,14580.664882864738
1221,0.9,Premium,H,VS2,61.2,61.0,6.18,6.08,3.75,4,4,3,4005.4778875289394
1222,1.01,Very Good,E,VS2,63.4,60.0,6.37,6.31,4.02,4,3,6,5851.610019830004
1223,0.36,Premium,D,VS2,60.5,58.0,4.63,4.6,2.79,4,4,7,904.3112572923443
1224,0.7,Premium,E,SI1,59.1,62.0,5.8,5.74,3.41,3,4,6,2641.547713971058
1225,0.37,Good,G,SI2,63.3,55.0,4.58,4.61,2.91,2,2,4,546.6125674601559
1226,0.91,Very Good,E,SI1,63.3,56.0,6.12,6.17,3.89,3,3,6,4196.996293770887
1227,0.8,Ideal,H,VS2,62.8,57.0,5.91,5.87,3.7,4,5,3,3273.5612440071277
1228,0.9,Good,E,SI2,63.4,60.0,6.02,6.07,3.83,2,2,6,3252.3102400266343
1229,0.31,Ideal,G,IF,61.7,56.0,4.38,4.34,2.69,8,5,4,831.3064967538293
1230,1.51,Good,G,VS1,62.4,59.0,7.25,7.28,4.53,5,2,4,11976.95368511131
1231,1.11,Premium,I,SI2,61.5,58.0,6.65,6.61,4.08,2,4,2,3813.8867285543697
1232,0.41,Ideal,H,VS1,61.0,54.0,4.84,4.8,2.94,5,5,3,1039.41255989247
1233,1.01,Very Good,J,SI2,62.8,59.0,6.34,6.37,3.99,2,3,1,2559.3778924234584
1234,0.7,Ideal,D,VS2,61.6,58.0,5.66,5.7,3.5,4,5,7,3223.3218827345268
1235,1.63,Ideal,G,VS1,61.7,55.0,7.6,7.56,4.68,5,5,4,15108.116162300938
1236,1.61,Premium,D,SI2,61.3,58.0,7.56,7.49,4.61,2,4,7,10867.928897890404
1237,0.72,Very Good,H,SI1,63.0,58.0,5.68,5.71,3.59,3,3,3,2228.15919708505
1238,0.54,Premium,G,VS2,62.0,58.0,5.21,5.18,3.22,4,4,4,1657.8478613485954
1239,1.22,Very Good,G,IF,62.0,59.0,6.8,6.85,4.23,8,3,4,10436.532005428553
1240,0.33,Premium,G,IF,59.4,59.0,4.54,4.49,2.68,8,4,4,918.1420960585511
1241,1.34,Very Good,G,VS2,60.7,59.0,7.04,7.07,4.28,4,3,4,8949.25642995882
1242,0.76,Ideal,H,VVS1,61.8,57.0,5.82,5.86,3.61,7,5,3,3893.606614026554
1243,1.74,Ideal,E,SI2,62.3,57.0,7.8,7.7,4.83,2,5,6,12292.380077808639
1244,0.32,Ideal,G,SI1,61.3,57.0,4.37,4.4,2.69,3,5,4,551.4095806619645
1245,0.5,Ideal,F,VS2,61.1,58.0,5.1,5.13,3.13,4,5,5,1559.872953399497
1246,1.44,Good,G,I1,63.2,54.8,7.18,7.21,4.54,1,2,4,5064.483873713167
1247,0.7,Fair,I,SI1,65.2,58.0,5.6,5.56,3.64,3,1,2,1699.2933707084962
1248,0.52,Ideal,E,VS2,61.4,54.0,5.2,5.23,3.2,4,5,6,1768.748054345582
1249,0.73,Very Good,G,VVS1,62.9,59.0,5.7,5.78,3.61,7,3,4,3716.9487606169064
1250,1.23,Premium,H,VS1,61.1,58.0,6.91,6.86,4.21,5,4,3,8039.006990655507
1251,1.02,Premium,H,VS2,61.9,57.0,6.5,6.4,3.99,4,4,3,5073.080930070114
1252,1.0,Ideal,E,SI1,61.6,55.0,6.45,6.43,3.97,3,5,6,5273.415489922883
1253,0.7,Very Good,D,SI1,61.1,58.0,5.66,5.73,3.48,3,3,7,2679.575244388646
1254,1.5,Very Good,E,SI2,62.8,57.0,7.17,7.23,4.52,2,3,6,8856.693021599773
1255,2.0,Very Good,J,VVS2,63.0,59.0,7.97,8.0,5.03,6,3,1,15685.559794070303
1256,0.3,Very Good,G,VS2,63.1,56.0,4.28,4.25,2.69,4,3,4,533.2418034600163
1257,0.26,Premium,E,VVS2,58.9,61.0,4.19,4.16,2.46,6,4,6,571.1562413988921
1258,0.58,Premium,E,SI1,62.7,58.0,5.33,5.32,3.34,3,4,6,1846.2527446135732
1259,0.4,Very Good,F,VS1,60.4,61.0,4.74,4.77,2.87,5,3,5,1087.3873426491043
1260,0.26,Ideal,D,VS1,62.0,55.0,4.12,4.1,2.55,5,5,7,556.2599603992819
1261,1.0,Fair,H,SI2,65.1,58.0,6.27,6.15,4.05,2,1,3,3063.690202276959
1262,0.52,Fair,F,VS1,57.2,59.0,5.35,5.39,3.07,5,1,5,1618.8622865221168
1263,1.02,Premium,D,SI2,59.7,60.0,6.58,6.55,3.92,2,4,7,4609.887815740631
1264,1.7,Good,I,SI1,59.3,58.0,7.72,7.77,4.59,3,2,2,9725.833763782344
1265,1.01,Premium,H,SI2,61.6,61.0,6.39,6.31,3.91,2,4,3,3566.669455524622
1266,0.55,Ideal,E,VS2,61.8,57.0,5.34,5.27,3.28,4,5,6,1961.7306598570788
1267,1.04,Good,F,VS1,63.2,57.0,6.41,6.44,4.06,5,2,5,6311.017433168141
1268,1.02,Premium,D,VS2,62.9,60.0,6.42,6.37,4.02,4,4,7,6394.909007080349
1269,0.3,Ideal,F,SI1,62.3,54.0,4.3,4.27,2.67,3,5,5,519.3164135270512
1270,0.97,Ideal,F,I1,60.7,56.0,6.43,6.41,3.9,1,5,5,2797.9544940916694
1271,0.31,Ideal,E,VS2,62.0,55.0,4.35,4.33,2.69,4,5,6,666.9419631925828
1272,0.81,Ideal,H,VS1,61.8,58.0,5.97,6.04,3.71,5,5,3,3733.8824557206285
1273,1.02,Premium,D,SI1,62.3,59.0,6.42,6.38,3.99,3,4,7,5578.367003880311
1274,0.3,Premium,I,VVS1,61.1,59.0,4.31,4.33,2.64,7,4,2,592.4270281827937
1275,0.4,Very Good,E,VS1,62.8,59.0,4.63,4.67,2.92,5,3,6,1140.2249587225342
1276,0.71,Very Good,F,VVS1,63.2,60.0,5.65,5.61,3.56,7,3,5,3748.826971955264
1277,0.7,Premium,G,SI1,61.5,58.0,5.69,5.76,3.52,3,4,4,2355.9239419896503
1278,0.23,Ideal,E,SI2,61.5,55.0,3.95,3.98,2.43,2,5,6,272.87729675795373
1279,1.09,Ideal,G,VS1,62.3,55.0,6.59,6.63,4.12,5,5,4,7075.473436597695
1280,0.3,Ideal,E,VVS2,61.0,56.0,4.33,4.39,2.66,6,5,6,762.5045733654379
1281,0.35,Premium,E,VS2,59.5,58.0,4.59,4.62,2.74,4,4,6,823.1442009533757
1282,1.13,Ideal,F,VS2,62.1,56.0,6.65,6.71,4.15,4,5,5,7235.910248803671
1283,0.31,Ideal,G,VVS1,61.5,54.0,4.36,4.39,2.69,7,5,4,780.7173885781982
1284,1.33,Ideal,I,VS2,61.1,54.0,7.14,7.15,4.37,4,5,2,7651.205440536886
1285,1.25,Premium,I,SI2,60.5,58.0,7.0,6.96,4.22,2,4,2,4777.520710590381
1286,2.0,Fair,H,SI1,61.2,50.0,8.17,8.08,4.97,3,1,3,13862.010433334017
1287,0.7,Ideal,G,SI1,62.5,56.0,5.67,5.69,3.55,3,5,4,2403.7271097297053
1288,0.39,Good,F,VS2,64.3,55.0,4.56,4.64,2.96,4,2,5,893.8512898942884
1289,0.5,Ideal,E,VS2,60.8,57.0,5.16,5.13,3.13,4,5,6,1642.1399083651863
1290,0.3,Premium,E,VS2,61.6,58.0,4.33,4.31,2.66,4,4,6,613.6666088508327
1291,1.37,Ideal,J,VS2,63.0,57.0,7.11,7.05,4.46,4,5,1,6648.4696528167715
1292,0.8,Ideal,H,VS2,62.1,54.0,5.96,5.99,3.71,4,5,3,3281.813930387299
1293,0.28,Very Good,F,VVS1,60.1,59.0,4.24,4.25,2.55,7,3,5,653.7670865689655
1294,0.34,Good,E,SI1,60.5,60.1,4.5,4.53,2.73,3,2,6,634.8773481982307
1295,0.3,Very Good,E,VS2,62.6,58.0,4.25,4.28,2.67,4,3,6,596.4895531833979
1296,0.85,Ideal,E,SI2,62.8,57.0,6.06,6.01,3.79,2,5,6,3187.8680596721088
1297,1.0,Very Good,E,SI1,60.9,59.0,6.38,6.43,3.9,3,3,6,5024.984511949593
1298,0.41,Premium,G,VS2,62.6,59.0,4.73,4.76,2.97,4,4,4,985.6819905203369
1299,1.5,Premium,G,VS2,60.3,60.0,7.34,7.26,4.4,4,4,4,11369.679056886169
1300,0.72,Very Good,H,SI2,63.3,57.0,5.7,5.67,3.6,2,3,3,1834.2981456064497
1301,0.33,Premium,G,VS1,62.0,59.0,4.42,4.36,2.72,5,4,4,729.7070797342737
1302,0.39,Ideal,E,IF,61.5,55.5,4.68,4.72,2.88,8,5,6,1433.6800206194625
1303,0.4,Ideal,E,VS2,61.4,57.0,4.78,4.75,2.92,4,5,6,1077.7693650581805
1304,1.01,Good,F,SI1,63.5,59.0,6.29,6.38,4.02,3,2,5,4668.2703814497045
1305,1.02,Ideal,I,SI2,60.6,56.0,6.57,6.53,3.97,2,5,2,3328.7657199967125
1306,1.01,Ideal,D,SI1,63.0,56.0,6.36,6.41,4.02,3,5,7,5592.186102483088
1307,0.7,Ideal,F,SI1,61.8,56.0,5.68,5.75,3.53,3,5,5,2559.7049343792455
1308,0.57,Very Good,F,VS2,59.5,57.0,5.39,5.43,3.22,4,3,5,1909.4627380973823
1309,1.5,Very Good,F,SI1,63.9,58.0,7.12,7.16,4.56,3,3,5,10206.595938258359
1310,1.01,Premium,J,SI2,59.3,56.0,6.51,6.45,3.84,2,4,1,2647.480266270864
1311,0.51,Ideal,D,VS2,61.2,55.0,5.17,5.13,3.15,4,5,7,1779.2981740057476
1312,1.0,Premium,E,SI2,61.7,58.0,6.39,6.34,3.93,2,4,6,4245.524461002295
1313,0.71,Premium,E,VVS1,62.5,57.0,5.67,5.62,3.53,7,4,6,4059.7699675342183
1314,0.52,Very Good,D,VVS2,59.8,55.0,5.28,5.35,3.18,6,3,7,2142.5639823445704
1315,0.4,Good,I,IF,62.3,62.0,4.69,4.72,2.93,8,2,2,1014.5034420302819
1316,0.81,Premium,I,VVS2,62.9,59.0,5.95,5.84,3.71,6,4,2,3559.8570626268124
1317,0.53,Ideal,F,VVS2,61.3,55.0,5.23,5.27,3.22,6,5,5,2116.702236607432
1318,2.02,Premium,I,SI2,59.4,59.0,8.25,8.21,4.89,2,4,2,11810.044245616737
1319,2.11,Ideal,I,SI1,61.0,57.0,8.37,8.29,5.08,3,5,2,15871.864514138555
1320,1.15,Ideal,D,VS2,58.5,57.0,6.96,6.93,4.06,4,5,7,8253.840380805288
1321,0.7,Premium,I,VVS2,60.1,59.0,5.8,5.72,3.46,6,4,2,2716.778834044649
1322,1.07,Premium,F,SI1,61.7,56.0,6.66,6.5,4.06,3,4,5,5574.491279249485
1323,0.56,Ideal,H,SI1,61.9,54.0,5.3,5.33,3.29,3,5,3,1461.0868756067787
1324,1.74,Ideal,G,VS2,62.9,57.0,7.68,7.64,4.82,4,5,4,15306.968197370436
1325,0.31,Very Good,G,VVS2,62.2,56.0,4.31,4.34,2.69,6,3,4,689.9589717237847
1326,0.5,Very Good,H,VVS2,62.9,56.0,5.03,5.08,3.18,6,3,3,1565.4754362012372
1327,1.07,Ideal,D,VVS2,60.3,56.0,6.63,6.68,4.01,6,5,7,8730.86498264317
1328,0.3,Premium,G,VS1,61.8,59.0,4.37,4.34,2.69,5,4,4,610.0348170547894
1329,0.51,Ideal,E,SI1,62.1,55.0,5.09,5.15,3.18,3,5,6,1483.069171215161
1330,0.91,Very Good,G,SI1,63.5,58.0,6.15,6.04,3.87,3,3,4,3746.9320333860232
1331,0.3,Very Good,H,SI1,61.3,58.0,4.29,4.33,2.64,3,3,3,429.80562176862963
1332,0.7,Ideal,F,VS2,61.0,55.0,5.74,5.79,3.52,4,5,5,2943.6489942490966
1333,0.76,Ideal,D,VS1,61.7,56.0,5.84,5.87,3.61,5,5,7,4191.405343742208
1334,1.15,Ideal,I,VS1,61.3,56.0,6.74,6.76,4.14,5,5,2,6467.845190183068
1335,1.47,Premium,J,SI2,60.0,58.0,7.36,7.31,4.4,2,4,1,5355.701613023274
1336,1.2,Ideal,G,SI1,61.8,59.0,6.77,6.8,4.19,3,5,4,6629.954988033649
1337,1.07,Ideal,E,SI1,60.4,57.0,6.62,6.56,3.98,3,5,6,5996.000774336789
1338,1.01,Ideal,F,SI1,62.0,54.0,6.41,6.49,4.0,3,5,5,5107.911239562157
1339,0.28,Premium,G,VVS2,60.2,60.0,4.24,4.26,2.56,6,4,4,585.9556795212523
1340,2.27,Premium,H,SI2,60.7,59.0,8.5,8.45,5.15,2,4,3,16423.168963429736
1341,0.4,Premium,D,VS2,61.7,59.0,4.75,4.72,2.92,4,4,7,1100.0914214202196
1342,0.39,Very Good,J,VS1,63.5,58.0,4.64,4.59,2.93,5,3,1,661.6980180692775
1343,1.14,Premium,H,SI2,60.6,59.0,6.8,6.77,4.11,2,4,3,4491.055949105718
1344,0.53,Ideal,E,VVS1,61.9,55.0,5.2,5.21,3.22,7,5,6,2394.7747734850823
1345,0.4,Ideal,I,SI2,61.0,58.0,4.74,4.77,2.9,2,5,2,570.396706073739
1346,0.58,Premium,H,VS2,59.7,59.0,5.42,5.33,3.21,4,4,3,1757.2729856574251
1347,0.7,Premium,D,SI1,61.2,58.0,5.74,5.7,3.5,3,4,7,2751.88264275085
1348,0.55,Ideal,H,IF,61.5,55.0,5.25,5.29,3.25,8,5,3,2261.2259383876485
1349,0.72,Very Good,I,VS2,63.3,57.0,5.66,5.72,3.6,4,3,2,2286.3191582785867
1350,0.3,Ideal,F,SI1,62.3,53.9,4.28,4.31,2.68,3,5,5,519.3414058079505
1351,1.02,Ideal,H,SI1,61.9,57.0,6.46,6.4,3.98,3,5,3,4511.964950125061
1352,0.51,Very Good,I,SI1,63.5,55.0,5.07,5.11,3.23,3,3,2,1041.1255223340872
1353,0.65,Premium,E,SI2,62.6,59.0,5.54,5.49,3.45,2,4,6,1883.08588177276
1354,1.07,Ideal,H,SI1,61.1,56.0,6.63,6.6,4.04,3,5,3,4946.041996337374
1355,0.43,Ideal,G,VVS1,61.8,55.0,4.87,4.9,3.02,7,5,4,1444.2187110256705
1356,0.32,Premium,I,IF,60.3,58.0,4.41,4.45,2.67,8,4,2,714.4733553004226
1357,0.28,Very Good,F,VS2,62.7,58.0,4.14,4.15,2.6,4,3,5,497.97479376837515
1358,1.7,Very Good,G,VS2,62.6,57.0,7.6,7.67,4.78,4,3,4,13977.189113277278
1359,0.51,Very Good,I,SI1,62.5,58.0,5.05,5.12,3.18,3,3,2,1041.3325113092887
1360,0.71,Ideal,D,VS2,60.4,57.0,5.77,5.82,3.5,4,5,7,3318.5432305733393
1361,0.4,Premium,E,VS2,62.0,58.0,4.73,4.69,2.92,4,4,6,1054.1089908844995
1362,0.9,Ideal,G,SI1,60.2,56.0,6.24,6.29,3.77,3,5,4,3872.566309001465
1363,0.59,Good,F,VS1,60.5,61.0,5.43,5.5,3.31,5,2,5,2176.2735864168562
1364,1.19,Premium,D,SI2,58.6,61.0,6.93,6.89,4.05,2,4,7,6170.963173879358
1365,0.51,Premium,G,VS2,61.3,59.0,5.17,5.11,3.15,4,4,4,1489.7199997404914
1366,0.5,Very Good,E,VS2,61.8,57.0,5.05,5.11,3.14,4,3,6,1563.3167508474103
1367,1.01,Fair,H,SI2,64.9,56.0,6.33,6.25,4.08,2,1,3,3125.4283305104195
1368,0.63,Premium,E,VS1,60.4,58.0,5.59,5.64,3.39,5,4,6,2766.5346398909624
1369,0.72,Ideal,D,SI2,62.7,55.0,5.7,5.72,3.58,2,5,7,2436.550808511297
1370,0.3,Ideal,F,VS2,60.7,57.0,4.34,4.29,2.62,4,5,5,596.8648439728737
1371,0.3,Ideal,E,VVS2,61.6,56.0,4.32,4.35,2.67,6,5,6,761.7631323702391
1372,0.29,Very Good,D,VVS2,59.1,61.0,4.33,4.37,2.57,6,3,7,712.5100282344159
1373,1.0,Very Good,E,SI2,63.2,56.0,6.33,6.36,4.01,2,3,6,4127.20112271451
1374,1.17,Ideal,G,VS1,61.7,57.0,6.71,6.75,4.15,5,5,4,8085.067943932383
1375,1.56,Very Good,H,VVS2,63.3,58.0,7.3,7.35,4.64,6,3,3,13315.649645560554
1376,0.56,Ideal,E,SI1,62.7,57.0,5.27,5.23,3.29,3,5,6,1765.29857911572
1377,0.41,Very Good,I,SI2,63.5,57.0,4.72,4.7,2.99,2,3,2,567.7681646983611
1378,1.53,Very Good,I,VS1,62.8,55.0,7.35,7.4,4.63,5,3,2,10536.90753382905
1379,0.52,Very Good,J,SI1,62.5,59.0,5.14,5.16,3.22,3,3,1,891.1861430177739
1380,0.4,Ideal,J,SI1,61.4,55.0,4.75,4.8,2.93,3,5,1,572.3411694966172
1381,1.0,Premium,F,VS2,59.0,59.0,6.54,6.51,3.85,4,4,5,5651.394037646884
1382,0.36,Ideal,F,VS1,61.5,55.0,4.57,4.61,2.82,5,5,5,936.0096226545876
1383,0.41,Ideal,E,VS2,61.8,57.0,4.76,4.78,2.95,4,5,6,1128.3302740493655
1384,0.9,Premium,H,SI1,61.4,60.0,6.13,6.08,3.75,3,4,3,3489.549457718126
1385,1.59,Premium,G,SI1,62.3,60.0,7.49,7.42,4.64,3,4,4,11016.779409058969
1386,1.03,Premium,G,VS1,62.2,59.0,6.41,6.46,4.0,5,4,4,6218.885468280819
1387,0.38,Premium,G,VS1,61.9,56.0,4.68,4.63,2.88,5,4,4,953.1561922356965
1388,0.74,Ideal,E,SI2,59.2,59.0,5.92,5.97,3.52,2,5,6,2467.9723992960485
1389,1.5,Very Good,G,SI1,63.1,59.0,7.22,7.27,4.57,3,3,4,9603.143774962067
1390,1.01,Good,E,SI1,59.3,64.0,6.47,6.49,3.84,3,2,6,4932.9302750994275
1391,1.71,Premium,H,VS2,62.5,58.0,7.64,7.52,4.74,4,4,3,13401.331466743331
1392,0.9,Very Good,G,VS2,61.3,59.0,6.15,6.21,3.79,4,3,4,4225.716462438188
1393,1.09,Ideal,G,SI2,61.2,57.0,6.63,6.68,4.07,2,5,4,4562.8704559454745
1394,0.78,Very Good,E,VS1,60.0,56.0,6.0,6.03,3.61,5,3,6,4032.92112826936
1395,0.32,Ideal,D,VS2,61.5,56.0,4.41,4.44,2.72,4,5,7,739.1309137394157
1396,0.3,Ideal,F,IF,62.0,56.0,4.31,4.33,2.68,8,5,5,830.9190650095059
1397,1.01,Premium,G,SI1,58.8,58.0,6.59,6.51,3.85,3,4,4,4719.348258185651
1398,0.32,Ideal,D,VVS2,61.7,55.0,4.39,4.42,2.72,6,5,7,897.9490990717172
1399,1.05,Premium,H,VS2,62.7,59.0,6.49,6.43,4.05,4,4,3,5346.02793736267
1400,0.9,Ideal,H,SI1,61.1,58.0,6.24,6.19,3.79,3,5,3,3567.6931281263464
1401,0.54,Ideal,G,VVS1,62.2,56.0,5.2,5.22,3.24,7,5,4,2215.1650981951984
1402,1.5,Ideal,E,SI1,62.6,56.0,7.27,7.3,4.56,3,5,6,11291.072010705404
1403,1.01,Good,D,SI1,62.9,57.0,6.34,6.37,4.0,3,2,7,5133.26465425171
1404,1.76,Ideal,F,SI2,62.6,55.0,7.69,7.64,4.8,2,5,5,11947.142315181693
1405,1.01,Fair,F,VS2,65.2,52.0,6.31,6.29,4.11,4,1,5,5027.332913215684
1406,1.03,Ideal,H,SI2,60.5,57.0,6.58,6.52,3.96,2,5,3,3791.9562693677385
1407,0.3,Ideal,E,VVS1,60.1,57.0,4.38,4.41,2.64,7,5,6,821.8593105007709
1408,2.03,Ideal,G,SI2,62.5,56.0,8.1,8.05,5.05,2,5,4,14689.685267274153
1409,0.54,Premium,I,VVS1,60.8,61.0,5.28,5.22,3.19,7,4,2,1790.993193803725
1410,1.01,Premium,D,SI2,58.3,59.0,6.67,6.63,3.88,2,4,7,4537.82907779008
1411,1.51,Fair,I,I1,65.1,57.0,7.16,7.12,4.65,1,1,2,4268.612729189253
1412,0.56,Very Good,E,VS1,62.7,60.0,5.25,5.28,3.3,5,3,6,2147.8159744499517
1413,0.47,Premium,G,VS2,61.0,59.0,5.03,5.0,3.06,4,4,4,1277.9968165841951
1414,0.9,Very Good,G,SI2,61.1,55.0,6.21,6.26,3.81,2,3,4,3036.9326136481072
1415,0.57,Premium,E,VS2,61.0,58.0,5.34,5.31,3.25,4,4,6,2056.7773343505905
1416,0.36,Ideal,G,VVS2,61.8,55.0,4.57,4.62,2.84,6,5,4,959.9161588578312
1417,0.9,Premium,H,VS2,61.2,61.0,6.21,6.14,3.78,4,4,3,4005.4778875289394
1418,0.8,Good,F,VS2,60.5,62.3,5.97,6.01,3.62,4,2,5,3467.0913065856366
1419,0.5,Ideal,E,VVS2,61.7,55.7,5.09,5.12,3.13,6,5,6,1992.9818727243523
1420,1.16,Very Good,I,SI1,62.7,57.0,6.67,6.76,4.21,3,3,2,4893.16202771362
1421,0.54,Ideal,G,SI2,62.3,58.0,5.17,5.2,3.23,2,5,4,1213.285223953841
1422,0.23,Premium,E,VVS2,61.8,58.0,3.94,3.92,2.43,6,4,6,451.85515709739377
1423,0.96,Premium,D,SI2,59.1,58.0,6.53,6.44,3.83,2,4,7,4120.377246529039
1424,0.38,Ideal,E,VS2,61.9,57.0,4.61,4.66,2.87,4,5,6,977.7642459655076
1425,0.32,Ideal,G,VVS2,61.2,56.0,4.42,4.41,2.7,6,5,4,769.3823338874506
