,carat,cut,color,clarity,depth,table,price,x,y,z,clarity_,color_,cut_
2170,0.32,Ideal,E,SI1,61.8,55.0,561,4.42,4.45,2.74,3,6,5
2171,0.32,Ideal,H,VS1,61.1,56.0,561,4.44,4.46,2.72,5,3,5
2172,0.32,Ideal,G,VS2,62.5,56.0,561,4.38,4.42,2.75,4,4,5
2173,0.32,Very Good,H,VS1,62.8,55.0,561,4.35,4.41,2.75,5,3,3
2174,0.32,Ideal,G,VS2,61.8,55.0,561,4.41,4.43,2.73,4,4,5
2175,0.32,Premium,G,VS2,61.2,59.0,561,4.38,4.41,2.69,4,4,4
2176,0.32,Very Good,G,VS2,62.0,59.0,561,4.37,4.41,2.72,4,4,3
2177,0.26,Very Good,F,VVS1,61.3,58.0,562,4.13,4.16,2.54,7,5,3
2178,0.31,Ideal,G,VS2,61.7,55.0,562,4.37,4.39,2.7,4,4,5
2179,0.7,Ideal,E,VS2,61.1,56.0,3176,5.73,5.76,3.51,4,6,5
2180,0.72,Ideal,D,SI2,60.5,57.0,3176,5.82,5.89,3.54,2,7,5
2181,0.7,Very Good,E,VS1,63.8,57.0,3177,5.61,5.65,3.59,5,6,3
2182,0.74,Ideal,D,VS2,61.1,54.0,3177,5.86,5.89,3.59,4,7,5
2183,0.67,Very Good,G,VVS1,62.0,56.0,3178,5.6,5.62,3.48,7,4,3
2184,0.74,Ideal,H,VS2,62.2,55.0,3178,5.83,5.81,3.62,4,3,5
2185,0.72,Ideal,G,VVS2,62.6,56.0,3179,5.7,5.74,3.58,6,4,5
2186,0.72,Ideal,D,VS2,60.8,56.0,3179,5.8,5.84,3.54,4,7,5
2187,0.72,Ideal,D,VS2,62.1,57.0,3179,5.69,5.75,3.55,4,7,5
2188,0.72,Ideal,D,VS2,62.8,57.0,3179,5.68,5.73,3.58,4,7,5
2189,0.81,Good,D,SI1,63.9,58.0,3179,5.9,5.85,3.75,3,7,2
2190,1.5,Good,G,I1,57.4,62.0,3179,7.56,7.39,4.29,1,4,2
2191,0.74,Very Good,E,VS2,61.8,58.0,3180,5.79,5.82,3.59,4,6,3
2192,0.93,Very Good,J,VS2,61.1,59.0,3180,6.32,6.34,3.87,4,1,3
2193,0.87,Very Good,H,SI1,62.2,57.0,3180,6.05,6.11,3.78,3,3,3
2194,0.72,Ideal,H,VVS1,60.8,58.0,3180,5.77,5.8,3.52,7,3,5
2195,0.72,Ideal,H,VVS1,61.8,55.0,3180,5.74,5.78,3.56,7,3,5
2196,0.72,Ideal,H,VVS1,61.5,57.0,3180,5.74,5.76,3.54,7,3,5
2197,0.91,Fair,H,SI1,64.4,60.0,3180,6.1,6.07,3.92,3,3,1
2198,0.91,Fair,H,SI1,64.8,57.0,3180,6.12,6.07,3.95,3,3,1
2199,0.91,Premium,H,SI1,62.2,56.0,3180,6.23,6.18,3.86,3,3,4
2200,0.95,Premium,G,SI2,62.6,58.0,3181,6.22,6.18,3.88,2,4,4
2201,0.63,Ideal,E,VVS1,61.1,58.0,3181,5.49,5.54,3.37,7,6,5
2202,0.92,Ideal,J,SI1,61.7,57.0,3181,6.21,6.26,3.85,3,1,5
2203,0.95,Premium,G,SI2,59.8,60.0,3181,6.36,6.34,3.8,2,4,4
2204,0.8,Ideal,I,VVS1,61.7,56.0,3181,5.98,5.92,3.67,7,2,5
2205,0.73,Ideal,D,VS2,62.1,56.0,3182,5.77,5.8,3.59,4,7,5
2206,0.73,Ideal,G,VVS2,61.9,56.0,3183,5.74,5.81,3.61,6,4,5
2207,0.73,Ideal,G,VVS2,62.2,55.0,3183,5.74,5.77,3.58,6,4,5
2208,0.72,Very Good,E,SI1,63.3,56.0,3183,5.67,5.71,3.6,3,6,3
2209,1.11,Premium,I,I1,61.8,59.0,3183,6.65,6.58,4.09,1,2,4
2210,0.85,Ideal,H,SI1,60.8,57.0,3183,6.13,6.18,3.74,3,3,5
2211,0.76,Ideal,G,VS2,61.5,55.0,3183,5.92,5.88,3.63,4,4,5
2212,0.7,Premium,D,VS1,60.9,60.0,3183,5.75,5.71,3.49,5,7,4
2213,0.73,Very Good,E,VS2,62.9,58.0,3184,5.7,5.75,3.6,4,6,3
2214,0.78,Ideal,G,VS2,61.7,55.0,3184,5.94,5.89,3.65,4,4,5
2215,0.7,Ideal,H,VS1,61.2,55.0,3185,5.71,5.76,3.51,5,3,5
2216,0.7,Ideal,H,VS1,61.0,56.0,3185,5.75,5.79,3.51,5,3,5
2217,0.7,Ideal,H,VS1,61.7,57.0,3185,5.66,5.7,3.5,5,3,5
2218,0.79,Ideal,D,SI1,61.2,56.0,3185,6.02,5.95,3.66,3,7,5
2219,0.72,Premium,G,IF,60.1,58.0,3185,5.89,5.86,3.53,8,4,4
2220,0.9,Fair,E,SI2,57.5,68.0,3187,6.37,6.33,3.65,2,6,1
2221,0.96,Premium,J,SI1,62.9,59.0,3187,6.3,6.22,3.94,3,1,4
2222,0.9,Very Good,E,SI2,63.4,56.0,3187,6.15,5.99,3.85,2,6,3
2223,1.03,Good,J,SI2,56.2,62.0,3188,6.69,6.73,3.77,2,1,2
2224,0.9,Very Good,J,VS1,62.5,56.0,3188,6.11,6.21,3.85,5,1,3
2225,0.75,Good,G,VVS1,58.4,56.0,3188,5.98,6.06,3.52,7,4,2
2226,0.77,Ideal,E,SI1,61.6,57.0,3189,5.87,5.91,3.63,3,6,5
2227,0.91,Very Good,G,SI2,60.3,59.0,3189,6.23,6.28,3.77,2,4,3
2228,0.71,Ideal,H,VS2,61.9,55.0,3189,5.74,5.77,3.56,4,3,5
2229,0.74,Ideal,E,VS2,59.5,57.0,3189,5.92,5.94,3.53,4,6,5
2230,0.73,Ideal,D,SI1,61.8,56.0,3189,5.8,5.76,3.57,3,7,5
2231,0.73,Ideal,D,SI1,61.9,56.0,3189,5.8,5.77,3.58,3,7,5
2232,1.01,Premium,J,VS2,62.4,60.0,3190,6.45,6.35,3.99,4,1,4
2233,0.71,Ideal,H,IF,62.0,54.0,3190,5.71,5.75,3.55,8,3,5
2234,0.92,Premium,I,SI1,62.9,60.0,3190,6.18,6.13,3.87,3,2,4
2235,1.01,Fair,J,VS2,65.8,55.0,3190,6.29,6.24,4.12,4,1,1
2236,0.7,Ideal,G,VVS2,60.6,56.0,3191,5.69,5.82,3.49,6,4,5
2237,0.7,Ideal,G,VVS2,60.3,57.0,3191,5.75,5.83,3.49,6,4,5
2238,0.7,Ideal,F,VVS2,62.0,55.0,3191,5.71,5.67,3.53,6,5,5
2239,0.71,Ideal,E,VS2,62.1,57.0,3191,5.71,5.75,3.56,4,6,5
2240,0.8,Ideal,E,VS2,61.4,55.0,3192,5.96,5.99,3.67,4,6,5
2241,0.71,Ideal,D,VS1,62.2,55.0,3192,5.71,5.74,3.56,5,7,5
2242,0.75,Ideal,E,VS2,60.2,57.0,3192,5.93,5.9,3.56,4,6,5
2243,0.71,Very Good,E,VS1,62.1,60.0,3192,5.65,5.71,3.53,5,6,3
2244,0.71,Very Good,E,VS1,61.5,57.0,3192,5.74,5.77,3.54,5,6,3
2245,0.81,Ideal,G,SI1,62.2,57.0,3192,5.97,6.02,3.73,3,4,5
2246,0.76,Ideal,E,VS2,61.5,56.0,3192,5.92,5.89,3.63,4,6,5
2247,0.91,Good,H,VS2,63.8,59.0,3192,5.99,5.96,3.82,4,3,2
2248,1.0,Good,H,SI2,62.0,64.0,3192,6.43,6.29,3.94,2,3,2
2249,0.76,Premium,E,VS2,60.1,59.0,3192,6.01,5.97,3.6,4,6,4
2250,1.0,Fair,H,SI2,64.4,57.0,3192,6.35,6.29,4.07,2,3,1
2251,0.81,Premium,G,VS2,61.4,60.0,3193,6.02,5.99,3.69,4,4,4
2252,0.73,Ideal,F,VVS2,62.2,54.0,3193,5.8,5.75,3.59,6,5,5
2253,0.9,Good,J,VVS2,57.4,61.0,3193,6.42,6.37,3.67,6,1,2
2254,0.7,Good,D,VS1,60.4,63.0,3193,5.68,5.74,3.45,5,7,2
2255,0.81,Premium,G,VS2,62.9,58.0,3193,5.94,5.88,3.72,4,4,4
2256,0.9,Good,H,SI2,63.6,60.0,3193,6.11,6.06,3.87,2,3,2
2257,0.54,Premium,D,VVS1,61.4,57.5,3194,5.25,5.28,3.23,7,7,4
2258,0.83,Very Good,G,VS2,62.7,58.0,3195,5.97,6.03,3.76,4,4,3
2259,0.73,Ideal,D,SI1,62.4,53.0,3195,5.79,5.82,3.62,3,7,5
2260,0.71,Ideal,G,VS1,62.3,54.0,3195,5.68,5.72,3.55,5,4,5
2261,0.83,Good,G,VS2,63.7,60.9,3195,5.84,5.92,3.75,4,4,2
2262,0.91,Very Good,F,SI1,63.5,58.0,3195,6.15,6.1,3.89,3,5,3
2263,0.91,Very Good,F,SI1,63.3,60.0,3195,6.1,6.06,3.85,3,5,3
2264,0.6,Ideal,F,VVS2,61.5,57.0,3196,5.42,5.45,3.34,6,5,5
2265,0.9,Good,I,SI1,63.0,53.0,3196,6.08,6.15,3.85,3,2,2
2266,0.91,Ideal,F,SI2,61.7,55.0,3196,6.27,6.2,3.85,2,5,5
2267,0.9,Very Good,J,VS1,62.9,56.0,3197,6.13,6.18,3.87,5,1,3
2268,0.51,Ideal,E,VVS1,61.3,56.0,3197,5.13,5.21,3.17,7,6,5
2269,0.77,Very Good,G,VS1,61.1,54.0,3197,5.91,5.94,3.62,5,4,3
2270,1.01,Fair,F,SI1,66.1,60.0,3197,6.15,6.13,4.06,3,5,1
2271,0.83,Premium,F,SI1,62.0,59.0,3198,6.04,5.99,3.73,3,5,4
2272,0.73,Ideal,E,VS2,62.2,59.0,3198,5.74,5.77,3.58,4,6,5
2273,0.71,Ideal,E,VS1,61.4,59.0,3198,5.71,5.75,3.52,5,6,5
2274,0.83,Ideal,F,SI1,62.1,55.0,3198,6.05,6.0,3.74,3,5,5
2275,0.71,Ideal,F,VS1,62.6,57.0,3199,5.7,5.73,3.58,5,5,5
2276,0.71,Ideal,F,VS1,61.1,56.0,3199,5.71,5.74,3.5,5,5,5
2277,1.02,Very Good,E,I1,60.6,63.0,3199,6.52,6.46,3.93,1,6,3
2278,0.7,Ideal,F,VS1,62.4,56.0,3199,5.67,5.65,3.53,5,5,5
2279,0.7,Ideal,D,SI1,61.7,57.0,3199,5.76,5.73,3.54,3,7,5
2280,1.02,Premium,H,I1,62.5,60.0,3199,6.41,6.39,4.0,1,3,4
2281,0.73,Very Good,F,VS1,62.0,57.0,3200,5.73,5.75,3.56,5,5,3
2282,0.74,Ideal,F,VS2,62.1,56.0,3200,5.83,5.79,3.61,4,5,5
2283,0.9,Ideal,E,SI2,62.6,56.0,3200,6.15,6.06,3.82,2,6,5
2284,0.9,Good,H,SI1,63.8,57.0,3201,6.07,6.13,3.89,3,3,2
2285,0.7,Ideal,E,VS2,60.5,59.0,3201,5.72,5.75,3.47,4,6,5
2286,0.7,Ideal,E,VS2,61.1,59.0,3201,5.67,5.73,3.48,4,6,5
2287,0.73,Ideal,E,VS2,62.4,57.0,3201,5.75,5.79,3.6,4,6,5
2288,0.84,Ideal,I,VS1,61.4,57.0,3201,6.03,6.09,3.72,5,2,5
2289,0.76,Ideal,F,VS2,61.0,55.0,3201,5.92,5.89,3.6,4,5,5
2290,0.71,Very Good,D,VS2,59.7,55.0,3203,5.85,5.88,3.5,4,7,3
2291,1.04,Good,H,I1,63.9,58.0,3203,6.35,6.42,4.08,1,3,2
2292,1.04,Very Good,H,I1,61.6,61.0,3203,6.45,6.47,3.98,1,3,3
2293,0.7,Premium,F,VVS1,63.0,60.0,3204,5.62,5.59,3.53,7,5,4
2294,1.02,Ideal,G,SI2,62.3,56.0,3204,6.39,6.35,3.97,2,4,5
2295,1.04,Good,J,SI2,63.8,56.0,3204,6.36,6.32,4.05,2,1,2
2296,0.7,Very Good,F,VVS2,60.5,60.0,3205,5.7,5.73,3.46,6,5,3
2297,1.11,Premium,H,I1,61.0,59.0,3205,6.61,6.67,4.05,1,3,4
2298,0.7,Ideal,G,VVS2,61.0,56.0,3205,5.74,5.77,3.51,6,4,5
2299,0.71,Fair,F,IF,58.7,62.0,3205,5.87,5.81,3.43,8,5,1
2300,0.9,Premium,D,SI2,62.7,59.0,3205,6.2,6.14,3.87,2,7,4
2301,0.9,Fair,D,SI2,65.9,59.0,3205,6.0,5.95,3.94,2,7,1
2302,0.9,Fair,D,SI2,66.0,58.0,3205,6.0,5.97,3.95,2,7,1
2303,0.9,Fair,D,SI2,64.7,54.0,3205,6.1,6.04,3.93,2,7,1
2304,0.9,Fair,D,SI2,65.7,60.0,3205,5.98,5.93,3.91,2,7,1
2305,0.9,Premium,D,SI2,59.0,61.0,3205,6.32,6.28,3.72,2,7,4
2306,0.72,Premium,D,VS2,60.6,57.0,3205,5.82,5.79,3.52,4,7,4
2307,0.75,Premium,E,VS2,61.8,58.0,3206,5.83,5.85,3.61,4,6,4
2308,0.75,Ideal,E,VS2,61.7,56.0,3206,5.84,5.86,3.61,4,6,5
2309,0.58,Ideal,D,VVS1,60.6,57.0,3206,5.38,5.41,3.27,7,7,5
2310,0.7,Ideal,G,VS1,61.2,56.0,3206,5.71,5.75,3.5,5,4,5
2311,0.7,Ideal,G,VS1,61.4,55.0,3206,5.71,5.76,3.53,5,4,5
2312,0.7,Good,F,VVS1,59.9,62.0,3206,5.69,5.74,3.42,7,5,2
2313,0.83,Very Good,F,SI1,63.0,55.0,3207,5.95,5.96,3.75,3,5,3
2314,1.01,Ideal,J,SI1,62.1,54.0,3207,6.48,6.4,4.0,3,1,5
2315,0.77,Very Good,H,VVS2,61.1,56.0,3208,5.89,5.92,3.61,6,3,3
2316,0.7,Very Good,G,VVS1,62.4,59.0,3208,5.63,5.66,3.52,7,4,3
2317,0.7,Very Good,D,VS1,60.1,60.0,3208,5.73,5.76,3.45,5,7,3
2318,0.9,Very Good,H,SI2,61.5,59.0,3208,6.15,6.2,3.8,2,3,3
2319,0.93,Very Good,J,VS2,63.3,61.0,3208,6.19,6.14,3.9,4,1,3
2320,0.8,Very Good,H,VS1,61.7,62.0,3209,5.89,5.94,3.65,5,3,3
2321,0.9,Very Good,I,VS2,62.5,57.0,3209,6.12,6.2,3.85,4,2,3
2322,0.73,Ideal,G,VS1,60.8,56.4,3209,5.81,5.86,3.55,5,4,5
2323,0.79,Ideal,D,SI1,61.1,57.0,3209,5.94,6.0,3.65,3,7,5
2324,0.8,Ideal,D,SI2,61.9,54.0,3210,5.95,6.0,3.7,2,7,5
2325,0.7,Premium,D,VVS2,61.5,60.0,3210,5.71,5.64,3.49,6,7,4
2326,0.71,Ideal,G,VVS1,62.6,56.0,3210,5.65,5.69,3.55,7,4,5
2327,0.79,Ideal,F,SI1,60.8,55.0,3210,5.98,6.05,3.66,3,5,5
2328,0.9,Premium,F,SI2,62.6,62.0,3210,6.06,6.01,3.78,2,5,4
2329,0.9,Good,F,SI2,64.3,57.0,3210,6.16,6.06,3.93,2,5,2
2330,0.9,Premium,F,SI2,61.9,62.0,3210,6.12,6.07,3.77,2,5,4
2331,0.91,Good,J,VS1,64.2,60.0,3210,6.01,5.95,3.84,5,1,2
2332,0.91,Fair,F,SI2,64.9,56.0,3210,6.08,6.05,3.94,2,5,1
2333,0.9,Very Good,I,SI1,63.1,54.0,3211,6.13,6.16,3.88,3,2,3
2334,0.73,Premium,F,VS1,60.7,61.0,3211,5.79,5.75,3.5,5,5,4
2335,0.77,Premium,F,VS1,59.5,58.0,3211,5.96,5.94,3.54,5,5,4
2336,0.82,Premium,E,SI1,61.2,61.0,3211,5.98,5.95,3.65,3,6,4
2337,0.61,Ideal,E,VVS1,59.9,61.0,3212,5.5,5.55,3.31,7,6,5
2338,0.71,Ideal,D,VS2,62.7,57.0,3212,5.7,5.75,3.59,4,7,5
2339,0.71,Ideal,E,VS1,61.9,54.0,3212,5.74,5.76,3.56,5,6,5
2340,0.71,Ideal,E,VS1,62.3,54.0,3212,5.69,5.73,3.56,5,6,5
2341,0.76,Ideal,G,SI1,61.2,57.0,3212,5.85,5.9,3.59,3,4,5
2342,0.81,Premium,E,SI1,60.8,59.0,3213,5.99,5.95,3.63,3,6,4
2343,0.78,Ideal,D,SI1,61.1,57.0,3214,5.95,5.97,3.64,3,7,5
2344,0.7,Premium,D,VS1,62.9,59.0,3214,5.72,5.66,3.58,5,7,4
2345,0.92,Ideal,J,VS2,61.1,57.0,3215,6.31,6.22,3.83,4,1,5
2346,0.96,Fair,I,VS2,56.1,60.0,3215,6.62,6.58,3.7,4,2,1
2347,0.96,Premium,G,SI2,62.7,60.0,3215,6.29,6.11,3.89,2,4,4
2348,1.1,Ideal,I,SI2,61.7,56.0,3216,6.65,6.6,4.09,2,2,5
2349,0.71,Very Good,E,VS2,60.7,58.0,3217,5.73,5.81,3.5,4,6,3
2350,0.71,Premium,D,VS2,59.2,59.0,3217,5.8,5.86,3.45,4,7,4
2351,0.71,Ideal,D,VS2,62.5,55.0,3217,5.71,5.74,3.58,4,7,5
2352,0.71,Very Good,D,VS2,62.4,59.0,3217,5.68,5.73,3.56,4,7,3
2353,1.0,Very Good,I,SI2,62.4,63.0,3217,6.35,6.44,3.99,2,2,3
2354,0.9,Very Good,F,SI2,62.8,54.0,3217,6.05,6.15,3.83,2,5,3
2355,0.64,Ideal,F,VVS2,60.9,56.0,3217,5.57,5.59,3.4,6,5,5
2356,0.71,Ideal,E,VS2,60.3,56.0,3217,5.8,5.84,3.51,4,6,5
2357,0.77,Premium,F,VS2,62.1,59.0,3218,5.85,5.87,3.64,4,5,4
2358,0.52,Ideal,D,VVS1,62.0,57.0,3218,5.15,5.17,3.2,7,7,5
2359,0.71,Very Good,F,VS1,60.6,60.0,3218,5.68,5.73,3.46,5,5,3
2360,0.9,Good,E,SI2,62.0,63.0,3218,6.09,6.14,3.79,2,6,2
2361,0.77,Ideal,E,SI1,61.6,57.0,3218,5.91,5.87,3.63,3,6,5
2362,1.18,Very Good,E,I1,59.9,63.0,3219,6.8,6.85,4.09,1,6,3
2363,0.72,Very Good,F,VS1,63.3,57.0,3219,5.68,5.75,3.62,5,5,3
2364,0.72,Very Good,F,VS1,62.8,58.0,3219,5.7,5.73,3.59,5,5,3
2365,0.72,Very Good,F,VS1,63.3,58.0,3219,5.66,5.71,3.6,5,5,3
2366,0.72,Ideal,D,VS2,62.7,56.0,3219,5.71,5.78,3.6,4,7,5
2367,0.72,Ideal,D,VS2,62.7,56.0,3219,5.65,5.71,3.56,4,7,5
2368,0.9,Very Good,I,SI1,62.6,58.0,3220,6.08,6.15,3.83,3,2,3
2369,0.75,Very Good,F,VS1,60.9,59.0,3220,5.83,5.87,3.56,5,5,3
2370,0.73,Ideal,H,VVS1,62.1,56.0,3220,5.75,5.8,3.59,7,3,5
2371,0.71,Ideal,D,VS2,61.4,57.0,3222,5.73,5.77,3.53,4,7,5
2372,0.51,Ideal,D,VVS2,61.3,56.0,3223,5.14,5.15,3.16,6,7,5
2373,0.72,Ideal,E,VS2,61.3,57.0,3223,5.76,5.79,3.54,4,6,5
2374,0.82,Premium,I,IF,61.2,60.0,3224,6.03,5.99,3.68,8,2,4
2375,1.01,Premium,H,SI1,62.9,58.0,3224,6.38,6.34,4.0,3,3,4
2376,0.9,Very Good,J,SI1,63.6,57.0,3225,6.07,6.1,3.87,3,1,3
2377,0.68,Good,G,VVS1,61.9,55.0,3225,5.63,5.68,3.5,7,4,2
2378,0.9,Premium,G,SI2,61.3,55.0,3226,6.18,6.12,3.77,2,4,4
2379,0.74,Very Good,F,VS1,61.7,57.0,3226,5.79,5.85,3.59,5,5,3
2380,0.73,Very Good,E,VS1,62.3,58.0,3226,5.72,5.74,3.57,5,6,3
2381,0.8,Premium,D,SI1,59.4,55.0,3226,6.06,6.02,3.59,3,7,4
2382,0.9,Good,G,SI1,57.7,62.0,3226,6.29,6.23,3.61,3,4,2
2383,0.9,Fair,H,VS2,65.5,57.0,3226,6.05,6.01,3.95,4,3,1
2384,0.72,Ideal,F,VS2,61.1,56.0,3226,5.92,5.8,3.55,4,5,5
2385,0.51,Ideal,E,VVS1,61.3,56.0,3226,5.21,5.13,3.17,7,6,5
2386,0.65,Ideal,D,VVS2,61.4,60.0,3228,5.54,5.57,3.41,6,7,5
2387,0.72,Very Good,F,VS1,62.2,57.0,3229,5.7,5.74,3.56,5,5,3
2388,0.7,Premium,D,VS1,61.6,60.0,3229,5.63,5.6,3.46,5,7,4
2389,0.7,Ideal,D,VS1,62.9,57.0,3229,5.67,5.61,3.55,5,7,5
2390,0.71,Ideal,H,VS1,60.8,57.0,3229,5.74,5.79,3.51,5,3,5
2391,0.71,Ideal,H,VS1,61.4,56.0,3229,5.74,5.78,3.54,5,3,5
2392,0.96,Premium,I,SI2,62.7,58.0,3229,6.24,6.2,3.9,2,2,4
2393,0.91,Good,H,SI1,63.7,60.0,3229,6.16,6.09,3.9,3,3,2
2394,0.79,Premium,E,VS2,59.4,60.0,3230,6.08,6.05,3.6,4,6,4
2395,1.03,Ideal,H,I1,61.5,57.0,3230,6.52,6.48,4.0,1,3,5
2396,0.81,Premium,F,SI1,61.0,59.0,3230,6.01,5.99,3.66,3,5,4
2397,0.75,Good,E,VS1,63.1,55.0,3231,5.8,5.83,3.67,5,6,2
2398,0.81,Ideal,E,VS2,60.4,57.0,3231,6.02,6.06,3.65,4,6,5
2399,0.9,Very Good,J,VS1,62.3,56.0,3231,6.19,6.23,3.87,5,1,3
2400,0.7,Very Good,D,VS1,62.9,60.0,3231,5.57,5.62,3.52,5,7,3
2401,0.83,Ideal,E,SI1,62.7,57.0,3231,5.96,6.01,3.75,3,6,5
2402,0.59,Very Good,D,VVS1,61.8,57.0,3234,5.37,5.41,3.33,7,7,3
2403,1.0,Good,J,SI2,62.7,58.0,3234,6.28,6.32,3.95,2,1,2
2404,0.71,Ideal,H,IF,62.2,57.0,3234,5.7,5.74,3.56,8,3,5
2405,1.05,Very Good,E,I1,62.2,61.0,3234,6.48,6.51,4.04,1,6,3
2406,0.7,Ideal,G,VVS2,59.9,58.0,3234,5.78,5.8,3.47,6,4,5
2407,0.71,Ideal,D,VS2,61.4,56.0,3234,5.74,5.79,3.54,4,7,5
2408,0.7,Very Good,F,VVS2,58.7,63.0,3234,5.82,5.79,3.41,6,5,3
2409,1.05,Ideal,H,SI2,60.6,57.0,3234,6.59,6.55,3.98,2,3,5
2410,0.7,Premium,G,VVS1,62.8,58.0,3234,5.68,5.62,3.55,7,4,4
2411,0.77,Premium,E,VS2,60.5,59.0,3234,5.98,5.92,3.6,4,6,4
2412,0.7,Very Good,G,VVS2,60.0,60.0,3235,5.78,5.85,3.49,6,4,3
2413,0.8,Very Good,H,VS2,63.1,57.0,3235,5.87,5.92,3.72,4,3,3
2414,0.73,Ideal,E,VS1,62.5,57.0,3235,5.73,5.76,3.59,5,6,5
2415,0.7,Ideal,H,VVS2,62.2,55.0,3235,5.71,5.76,3.57,6,3,5
2416,0.72,Ideal,E,VS2,62.1,57.0,3235,5.73,5.76,3.57,4,6,5
2417,0.72,Ideal,D,VS2,60.9,55.0,3236,5.77,5.89,3.55,4,7,5
2418,0.95,Premium,I,SI2,62.5,58.0,3237,6.3,6.24,3.92,2,2,4
2419,0.85,Premium,G,VS2,61.0,58.0,3237,6.11,6.08,3.72,4,4,4
2420,0.72,Very Good,F,VS2,61.6,58.0,3238,5.75,5.78,3.55,4,5,3
2421,0.76,Very Good,F,VS2,62.5,58.0,3238,5.79,5.83,3.63,4,5,3
2422,0.91,Very Good,G,SI2,62.0,59.0,3238,6.19,6.22,3.85,2,4,3
2423,0.7,Ideal,E,VVS2,62.8,56.0,3238,5.68,5.6,3.54,6,6,5
2424,0.71,Ideal,E,VS1,60.4,56.0,3238,5.8,5.85,3.52,5,6,5
2425,0.71,Ideal,E,VS1,62.7,57.0,3238,5.66,5.69,3.56,5,6,5
2426,0.7,Good,D,VS1,57.8,60.0,3239,5.85,5.87,3.39,5,7,2
2427,0.7,Premium,D,VS1,60.6,58.0,3239,5.73,5.75,3.48,5,7,4
2428,0.7,Very Good,D,VS1,61.5,55.0,3239,5.7,5.74,3.52,5,7,3
2429,0.73,Ideal,I,VVS1,61.8,57.0,3239,5.75,5.77,3.56,7,2,5
2430,0.9,Very Good,E,SI2,63.2,61.0,3239,6.06,5.99,3.81,2,6,3
2431,0.77,Very Good,G,VS1,62.3,58.0,3240,5.82,5.86,3.64,5,4,3
2432,0.77,Very Good,D,SI1,59.9,59.0,3241,5.9,5.95,3.55,3,7,3
2433,0.79,Ideal,D,SI1,61.2,56.0,3242,5.95,6.02,3.66,3,7,5
2434,0.72,Ideal,F,SI1,60.2,57.0,3242,5.83,5.86,3.52,3,5,5
2435,0.9,Very Good,H,SI1,63.2,61.0,3242,6.12,6.03,3.84,3,3,3
2436,0.77,Very Good,G,VS1,60.9,55.0,3243,5.9,5.96,3.61,5,4,3
2437,0.81,Very Good,E,SI1,61.9,58.0,3243,5.92,5.97,3.68,3,6,3
2438,0.68,Ideal,E,VS1,61.3,55.0,3243,5.67,5.71,3.49,5,6,5
2439,0.71,Ideal,D,VS2,63.0,56.0,3245,5.69,5.65,3.58,4,7,5
2440,0.9,Good,G,SI2,64.1,56.0,3246,6.12,6.08,3.91,2,4,2
2441,0.74,Ideal,F,VS2,60.8,57.0,3246,5.85,5.87,3.56,4,5,5
2442,0.84,Ideal,D,SI2,61.8,56.0,3246,6.04,6.06,3.74,2,7,5
2443,0.9,Good,I,VS2,63.7,61.0,3246,6.1,6.06,3.87,4,2,2
2444,0.9,Premium,G,SI2,62.1,58.0,3246,6.13,6.08,3.79,2,4,4
2445,0.9,Good,I,VS2,63.8,55.0,3246,6.16,6.07,3.9,4,2,2
2446,0.9,Good,G,SI2,63.8,59.0,3246,6.05,6.02,3.85,2,4,2
2447,0.9,Very Good,G,SI2,63.4,59.0,3246,6.08,6.04,3.84,2,4,3
2448,0.9,Premium,G,SI2,61.1,58.0,3246,6.22,6.18,3.79,2,4,4
2449,1.03,Fair,J,SI2,56.2,62.0,3246,6.73,6.69,3.77,2,1,1
2450,0.9,Fair,I,VS2,65.4,60.0,3246,6.03,5.96,3.93,4,2,1
2451,0.31,Ideal,G,VS2,62.2,54.0,562,4.38,4.4,2.73,4,4,5
2452,0.31,Ideal,G,VS2,62.2,54.0,562,4.34,4.38,2.71,4,4,5
2453,0.31,Ideal,G,VS2,60.8,56.0,562,4.38,4.4,2.67,4,4,5
2454,0.31,Ideal,G,VS2,61.1,57.0,562,4.37,4.4,2.68,4,4,5
2455,0.31,Ideal,G,VS2,62.2,53.0,562,4.37,4.38,2.72,4,4,5
2456,0.31,Ideal,H,VS1,62.0,53.0,562,4.34,4.37,2.7,5,3,5
2457,0.31,Ideal,H,VS1,61.3,55.0,562,4.36,4.38,2.68,5,3,5
2458,0.39,Very Good,H,SI2,62.4,59.0,562,4.58,4.65,2.88,2,3,3
2459,0.29,Very Good,F,VVS1,61.5,56.0,563,4.26,4.3,2.63,7,5,3
2460,0.35,Ideal,G,VS2,61.6,54.0,563,4.55,4.58,2.81,4,4,5
2461,0.31,Ideal,G,SI1,61.6,55.0,563,4.34,4.37,2.68,3,4,5
2462,0.25,Fair,D,VS1,61.2,55.0,563,4.09,4.11,2.51,5,7,1
2463,0.32,Ideal,G,VS2,61.8,55.0,564,4.4,4.43,2.73,4,4,5
2464,0.33,Ideal,H,SI1,61.7,55.0,564,4.43,4.46,2.74,3,3,5
2465,0.33,Ideal,H,SI1,60.6,56.0,564,4.46,4.49,2.72,3,3,5
2466,0.3,Ideal,E,SI1,61.9,57.0,564,4.29,4.32,2.66,3,6,5
2467,0.3,Ideal,E,SI1,62.3,57.0,564,4.28,4.32,2.68,3,6,5
2468,0.32,Good,E,SI1,62.5,61.0,564,4.32,4.35,2.71,3,6,2
